call_id,caller_id,caller_number,callee_id,callee_number,timestamp,duration_seconds,call_type,cell_tower_city
CDR00997,SUS0017,+91-9751325257,SUS0010,+91-9899925830,2026-04-21 13:43:30,1087,SMS,Chandigarh
CDR00998,SUS0067,+91-9584044963,SUS0008,+91-9787194506,2026-02-16 06:27:15,558,Voice,Mumbai
CDR00999,SUS0150,+91-9804433388,SUS0055,+91-9922050912,2026-08-12 03:46:00,1776,Voice,Ranchi
CDR01000,SUS0124,+91-9853529912,SUS0111,+91-9821920438,2026-08-12 21:23:30,451,Voice,Amritsar
CDR01001,SUS0022,+91-9881913386,SUS0057,+91-9829223044,2026-06-18 10:17:30,763,Voice,Indore
CDR01002,SUS0113,+91-9426808977,SUS0086,+91-9437710224,2026-06-10 10:56:00,914,SMS,Lucknow
CDR01003,SUS0021,+91-9807577342,SUS0064,+91-9810303128,2026-07-20 01:31:00,1196,Data,Amritsar
CDR01004,SUS0077,+91-9508427798,SUS0145,+91-9408246619,2026-03-01 20:53:15,201,Data,Pune
CDR01005,SUS0073,+91-9115191689,SUS0071,+91-9587205269,2026-01-05 19:33:15,1571,Voice,Patna
CDR01006,SUS0115,+91-9497853519,SUS0063,+91-9841541582,2026-03-21 23:58:15,1623,SMS,Lucknow
CDR01007,SUS0120,+91-9156263020,SUS0073,+91-9115191689,2026-03-19 20:26:15,1244,Voice,Ranchi
CDR01008,SUS0120,+91-9156263020,SUS0082,+91-9851333320,2026-04-04 09:28:00,1613,SMS,Ranchi
CDR01009,SUS0093,+91-9445505799,SUS0074,+91-9908304440,2026-01-03 14:01:00,1122,Voice,Surat
CDR01010,SUS0033,+91-9749431082,SUS0083,+91-9748232591,2026-02-22 00:47:30,908,SMS,Bhopal
CDR01011,SUS0073,+91-9115191689,SUS0071,+91-9587205269,2026-02-19 23:46:15,368,Voice,Surat
CDR01012,SUS0073,+91-9115191689,SUS0094,+91-9899621068,2026-05-23 06:18:30,1725,Voice,Nagpur
CDR01013,SUS0081,+91-9987588450,SUS0148,+91-9403754671,2026-08-06 05:40:45,804,Voice,Ahmedabad
CDR01014,SUS0071,+91-9587205269,SUS0047,+91-9906528433,2026-01-15 13:12:30,1413,SMS,Lucknow
CDR01015,SUS0024,+91-9909134796,SUS0073,+91-9115191689,2026-02-04 16:45:45,283,Voice,Delhi
CDR01016,SUS0004,+91-9469319644,SUS0116,+91-9396225446,2026-03-28 02:53:30,791,Voice,Bhopal
CDR01017,SUS0115,+91-9497853519,SUS0056,+91-9888807316,2026-08-07 03:49:45,1700,SMS,Surat
CDR01018,SUS0113,+91-9426808977,SUS0049,+91-9926830795,2026-02-01 23:03:00,1794,Voice,Kanpur
CDR01019,SUS0092,+91-9722687986,SUS0048,+91-9925159146,2026-03-17 03:55:30,739,SMS,Ranchi
CDR01020,SUS0070,+91-9361246928,SUS0129,+91-9340781088,2026-06-06 12:21:45,991,SMS,Chandigarh
CDR01021,SUS0076,+91-9704344408,SUS0146,+91-9969533218,2026-07-26 04:57:45,297,Voice,Nagpur
CDR01022,SUS0144,+91-9955052486,SUS0068,+91-9480990401,2026-06-21 12:00:00,248,Voice,Surat
CDR01023,SUS0046,+91-9952266893,SUS0145,+91-9408246619,2026-01-05 08:29:00,1466,Voice,Chandigarh
CDR01024,SUS0126,+91-9609241268,SUS0018,+91-9584779555,2026-08-06 00:24:00,681,Voice,Lucknow
CDR01025,SUS0147,+91-9190547712,SUS0060,+91-9475767056,2026-03-18 01:08:45,1178,SMS,Amritsar
CDR01026,SUS0141,+91-9222435172,SUS0054,+91-9600282414,2026-04-20 17:02:30,66,Voice,Jaipur
CDR01027,SUS0133,+91-9874807770,SUS0027,+91-9670292350,2026-07-01 15:10:30,1181,Data,Indore
CDR01028,SUS0118,+91-9350180427,SUS0080,+91-9350636897,2026-06-02 00:23:45,722,Data,Patna
CDR01029,SUS0041,+91-9223847257,SUS0148,+91-9403754671,2026-07-19 21:09:00,707,Voice,Patna
CDR01030,SUS0087,+91-9301415220,SUS0059,+91-9450948014,2026-03-13 02:52:00,567,SMS,Lucknow
CDR01031,SUS0004,+91-9469319644,SUS0052,+91-9659741412,2026-07-25 10:47:45,1325,Data,Surat
CDR01032,SUS0072,+91-9893070706,SUS0033,+91-9749431082,2026-06-03 08:37:15,126,Voice,Pune
CDR01033,SUS0071,+91-9587205269,SUS0149,+91-9877103091,2026-04-16 15:20:15,1773,Voice,Lucknow
CDR01034,SUS0042,+91-9649136331,SUS0139,+91-9534900128,2026-02-24 00:43:45,1460,SMS,Mumbai
CDR01035,SUS0075,+91-9612957813,SUS0114,+91-9880179899,2026-01-13 10:15:45,388,Voice,Lucknow
CDR01036,SUS0053,+91-9679984033,SUS0082,+91-9851333320,2026-05-25 16:38:45,204,Data,Jaipur
CDR01037,SUS0028,+91-9711684318,SUS0105,+91-9900122509,2026-05-22 07:21:15,582,Voice,Mumbai
CDR01038,SUS0007,+91-9833953718,SUS0071,+91-9587205269,2026-08-11 00:06:45,697,Data,Amritsar
CDR01039,SUS0126,+91-9609241268,SUS0095,+91-9235555899,2026-08-19 16:58:15,143,Voice,Delhi
CDR01040,SUS0072,+91-9893070706,SUS0036,+91-9144913399,2026-07-22 21:04:30,1005,Voice,Jaipur
CDR01041,SUS0007,+91-9833953718,SUS0027,+91-9670292350,2026-01-07 03:54:00,981,Voice,Ahmedabad
CDR01042,SUS0127,+91-9729712082,SUS0066,+91-9677858758,2026-04-03 16:43:45,787,SMS,Jaipur
CDR01043,SUS0032,+91-9695499669,SUS0097,+91-9452794611,2026-05-04 14:16:45,595,Voice,Indore
CDR01044,SUS0129,+91-9340781088,SUS0035,+91-9559225330,2026-08-21 11:00:30,1100,SMS,Pune
CDR01045,SUS0010,+91-9899925830,SUS0131,+91-9393421844,2026-05-26 03:48:15,1764,Voice,Surat
CDR01046,SUS0085,+91-9212313264,SUS0021,+91-9807577342,2026-05-11 20:25:00,1155,Voice,Surat
CDR01047,SUS0008,+91-9787194506,SUS0054,+91-9600282414,2026-07-28 02:00:45,1094,Data,Pune
CDR01048,SUS0022,+91-9881913386,SUS0078,+91-9323110563,2026-01-25 13:43:45,342,Data,Delhi
CDR01049,SUS0051,+91-9688273030,SUS0102,+91-9599561877,2026-07-01 00:28:00,1743,Voice,Amritsar
CDR01050,SUS0127,+91-9729712082,SUS0066,+91-9677858758,2026-02-09 12:02:30,573,Voice,Delhi
CDR01051,SUS0108,+91-9679184667,SUS0080,+91-9350636897,2026-05-01 01:32:45,1614,Voice,Ranchi
CDR01052,SUS0030,+91-9907308348,SUS0146,+91-9969533218,2026-08-24 20:06:00,974,Voice,Patna
CDR01053,SUS0132,+91-9895609471,SUS0121,+91-9337887233,2026-05-06 01:57:15,906,SMS,Nagpur
CDR01054,SUS0095,+91-9235555899,SUS0030,+91-9907308348,2026-08-20 15:20:00,1536,Voice,Nagpur
CDR01055,SUS0015,+91-9624636385,SUS0038,+91-9126614158,2026-04-01 09:08:30,1148,Voice,Bhopal
CDR01056,SUS0115,+91-9497853519,SUS0113,+91-9426808977,2026-06-03 01:32:15,417,Voice,Ranchi
CDR01057,SUS0118,+91-9350180427,SUS0124,+91-9853529912,2026-03-25 14:21:30,426,SMS,Nagpur
CDR01058,SUS0002,+91-9868820204,SUS0033,+91-9749431082,2026-01-25 00:01:30,1783,SMS,Lucknow
CDR01059,SUS0070,+91-9361246928,SUS0017,+91-9751325257,2026-04-25 05:03:15,1117,Voice,Nagpur
CDR01060,SUS0008,+91-9787194506,SUS0121,+91-9337887233,2026-01-27 12:03:15,1673,Voice,Indore
CDR01061,SUS0046,+91-9952266893,SUS0146,+91-9969533218,2026-01-23 11:10:45,1577,Voice,Surat
CDR01062,SUS0019,+91-9860038427,SUS0116,+91-9396225446,2026-04-24 13:32:15,1625,Data,Jaipur
CDR01063,SUS0114,+91-9880179899,SUS0121,+91-9337887233,2026-03-20 00:47:30,670,Data,Bhopal
CDR01064,SUS0092,+91-9722687986,SUS0070,+91-9361246928,2026-01-13 07:15:15,1670,Voice,Delhi
CDR01065,SUS0108,+91-9679184667,SUS0026,+91-9418587604,2026-05-27 15:17:00,859,Voice,Pune
CDR01066,SUS0136,+91-9158821683,SUS0131,+91-9393421844,2026-02-25 04:54:45,1371,Voice,Ahmedabad
CDR01067,SUS0091,+91-9396618390,SUS0150,+91-9804433388,2026-01-07 15:15:30,1071,Voice,Nagpur
CDR01068,SUS0032,+91-9695499669,SUS0097,+91-9452794611,2026-01-06 21:58:45,829,SMS,Patna
CDR01069,SUS0064,+91-9810303128,SUS0091,+91-9396618390,2026-01-13 07:55:00,277,Voice,Pune
CDR01070,SUS0120,+91-9156263020,SUS0094,+91-9899621068,2026-08-12 08:40:15,955,SMS,Nagpur
CDR01071,SUS0096,+91-9540211187,SUS0020,+91-9242068763,2026-02-14 02:04:15,844,Data,Mumbai
CDR01072,SUS0142,+91-9374843786,SUS0107,+91-9135824891,2026-02-25 12:15:00,1643,SMS,Ranchi
CDR01073,SUS0118,+91-9350180427,SUS0100,+91-9562446417,2026-01-09 19:01:45,1211,SMS,Kanpur
CDR01074,SUS0111,+91-9821920438,SUS0041,+91-9223847257,2026-01-17 11:03:00,104,SMS,Bhopal
CDR01075,SUS0105,+91-9900122509,SUS0028,+91-9711684318,2026-07-05 04:16:15,1618,Data,Bhopal
CDR01076,SUS0150,+91-9804433388,SUS0055,+91-9922050912,2026-08-05 14:12:00,1321,SMS,Chandigarh
CDR01077,SUS0120,+91-9156263020,SUS0010,+91-9899925830,2026-07-01 04:12:00,992,Voice,Pune
CDR01078,SUS0147,+91-9190547712,SUS0059,+91-9450948014,2026-03-07 17:10:30,506,SMS,Surat
CDR01079,SUS0074,+91-9908304440,SUS0121,+91-9337887233,2026-07-19 02:35:30,152,Voice,Bhopal
CDR01080,SUS0094,+91-9899621068,SUS0006,+91-9208449460,2026-04-01 19:12:00,526,SMS,Amritsar
CDR01081,SUS0085,+91-9212313264,SUS0001,+91-9826600539,2026-07-20 18:46:15,909,Data,Pune
CDR01082,SUS0103,+91-9590523712,SUS0105,+91-9900122509,2026-06-23 13:53:15,633,SMS,Nagpur
CDR01083,SUS0003,+91-9271432881,SUS0136,+91-9158821683,2026-05-13 18:49:45,28,Voice,Indore
CDR01084,SUS0137,+91-9288650860,SUS0004,+91-9469319644,2026-08-06 15:54:30,730,Voice,Kanpur
CDR01085,SUS0086,+91-9437710224,SUS0068,+91-9480990401,2026-03-08 08:25:15,345,Data,Ahmedabad
CDR01086,SUS0059,+91-9450948014,SUS0147,+91-9190547712,2026-04-08 13:23:45,1518,Voice,Chandigarh
CDR01087,SUS0032,+91-9695499669,SUS0085,+91-9212313264,2026-02-25 19:43:00,1611,Voice,Delhi
CDR01088,SUS0108,+91-9679184667,SUS0043,+91-9175133802,2026-01-28 05:32:15,1350,Data,Surat
CDR01089,SUS0018,+91-9584779555,SUS0070,+91-9361246928,2026-02-20 15:14:45,465,SMS,Nagpur
CDR01090,SUS0057,+91-9829223044,SUS0017,+91-9751325257,2026-02-22 22:50:00,312,Data,Surat
CDR01091,SUS0065,+91-9488896443,SUS0029,+91-9319321646,2026-08-05 02:54:15,476,SMS,Nagpur
CDR01092,SUS0141,+91-9222435172,SUS0138,+91-9896760809,2026-02-06 07:35:00,693,SMS,Chandigarh
CDR01093,SUS0046,+91-9952266893,SUS0086,+91-9437710224,2026-05-21 00:58:30,1414,SMS,Delhi
CDR01094,SUS0102,+91-9599561877,SUS0032,+91-9695499669,2026-01-03 05:05:30,1397,Data,Delhi
CDR01095,SUS0056,+91-9888807316,SUS0115,+91-9497853519,2026-02-13 14:11:00,1704,SMS,Patna
CDR01096,SUS0044,+91-9848621833,SUS0099,+91-9855797020,2026-02-25 06:48:30,1435,Voice,Bhopal
CDR01097,SUS0149,+91-9877103091,SUS0062,+91-9275842194,2026-02-01 06:42:30,1224,Voice,Delhi
CDR01098,SUS0137,+91-9288650860,SUS0093,+91-9445505799,2026-05-03 11:34:30,326,SMS,Bhopal
CDR01099,SUS0105,+91-9900122509,SUS0150,+91-9804433388,2026-02-04 21:37:00,712,Voice,Pune
CDR01100,SUS0103,+91-9590523712,SUS0064,+91-9810303128,2026-06-14 08:34:15,1558,Voice,Kanpur
CDR01101,SUS0150,+91-9804433388,SUS0091,+91-9396618390,2026-08-19 21:15:15,400,SMS,Jaipur
CDR01102,SUS0087,+91-9301415220,SUS0009,+91-9326541099,2026-07-28 07:18:30,686,Voice,Lucknow
CDR01103,SUS0111,+91-9821920438,SUS0041,+91-9223847257,2026-03-11 22:57:30,601,Voice,Ranchi
CDR01104,SUS0043,+91-9175133802,SUS0066,+91-9677858758,2026-08-12 09:49:15,845,Voice,Nagpur
CDR01105,SUS0068,+91-9480990401,SUS0145,+91-9408246619,2026-01-08 02:16:15,984,Data,Ranchi
CDR01106,SUS0057,+91-9829223044,SUS0087,+91-9301415220,2026-01-20 05:37:15,1428,Voice,Delhi
CDR01107,SUS0076,+91-9704344408,SUS0138,+91-9896760809,2026-06-03 15:14:30,1179,SMS,Amritsar
CDR01108,SUS0008,+91-9787194506,SUS0054,+91-9600282414,2026-03-20 12:53:30,1317,SMS,Surat
CDR01109,SUS0061,+91-9608482316,SUS0117,+91-9458102728,2026-03-10 00:50:30,64,SMS,Chandigarh
CDR01110,SUS0062,+91-9275842194,SUS0093,+91-9445505799,2026-08-25 22:22:45,312,Voice,Indore
CDR01111,SUS0049,+91-9926830795,SUS0065,+91-9488896443,2026-07-01 16:31:00,422,Voice,Nagpur
CDR01112,SUS0057,+91-9829223044,SUS0065,+91-9488896443,2026-01-07 11:30:45,925,Voice,Delhi
CDR01113,SUS0065,+91-9488896443,SUS0104,+91-9417001612,2026-05-15 07:32:45,1175,SMS,Ahmedabad
CDR01114,SUS0128,+91-9874233009,SUS0129,+91-9340781088,2026-01-23 18:12:00,454,Data,Chandigarh
CDR01115,SUS0114,+91-9880179899,SUS0046,+91-9952266893,2026-06-09 08:48:00,506,SMS,Ranchi
CDR01116,SUS0066,+91-9677858758,SUS0056,+91-9888807316,2026-03-02 03:18:30,675,Data,Pune
CDR01117,SUS0095,+91-9235555899,SUS0092,+91-9722687986,2026-07-11 06:35:00,1569,SMS,Nagpur
CDR01118,SUS0137,+91-9288650860,SUS0149,+91-9877103091,2026-07-26 18:25:00,996,Data,Pune
CDR01119,SUS0086,+91-9437710224,SUS0042,+91-9649136331,2026-03-07 16:56:00,1534,Voice,Lucknow
CDR01120,SUS0069,+91-9536398872,SUS0148,+91-9403754671,2026-05-03 07:31:45,329,Voice,Ranchi
CDR01121,SUS0061,+91-9608482316,SUS0008,+91-9787194506,2026-05-09 21:20:45,788,Voice,Mumbai
CDR01122,SUS0087,+91-9301415220,SUS0050,+91-9960514523,2026-03-04 22:56:15,221,Voice,Amritsar
CDR01123,SUS0071,+91-9587205269,SUS0137,+91-9288650860,2026-02-24 22:55:45,825,SMS,Ranchi
CDR01124,SUS0015,+91-9624636385,SUS0038,+91-9126614158,2026-01-14 03:48:00,749,Voice,Patna
CDR01125,SUS0013,+91-9566825638,SUS0023,+91-9596743109,2026-07-22 09:43:00,1267,Voice,Nagpur
CDR01126,SUS0148,+91-9403754671,SUS0029,+91-9319321646,2026-01-20 18:45:15,878,SMS,Ranchi
CDR01127,SUS0071,+91-9587205269,SUS0070,+91-9361246928,2026-03-12 17:50:15,1794,SMS,Bhopal
CDR01128,SUS0131,+91-9393421844,SUS0082,+91-9851333320,2026-08-15 05:09:30,21,Voice,Delhi
CDR01129,SUS0149,+91-9877103091,SUS0116,+91-9396225446,2026-03-28 00:36:30,616,Voice,Delhi
CDR01130,SUS0123,+91-9395296179,SUS0083,+91-9748232591,2026-01-25 11:12:45,10,Voice,Surat
CDR01131,SUS0070,+91-9361246928,SUS0088,+91-9570423569,2026-04-07 22:03:45,525,Data,Chandigarh
CDR01132,SUS0114,+91-9880179899,SUS0146,+91-9969533218,2026-02-27 06:48:45,154,SMS,Lucknow
CDR01133,SUS0012,+91-9739830322,SUS0030,+91-9907308348,2026-02-02 22:40:15,707,Voice,Patna
CDR01134,SUS0073,+91-9115191689,SUS0071,+91-9587205269,2026-01-23 16:59:00,1659,SMS,Bhopal
CDR01135,SUS0044,+91-9848621833,SUS0032,+91-9695499669,2026-07-06 09:15:45,767,Data,Ranchi
CDR01136,SUS0052,+91-9659741412,SUS0031,+91-9173864104,2026-02-11 23:28:30,83,SMS,Patna
CDR01137,SUS0022,+91-9881913386,SUS0047,+91-9906528433,2026-02-26 11:13:00,1617,Voice,Jaipur
CDR01138,SUS0138,+91-9896760809,SUS0115,+91-9497853519,2026-01-26 03:01:15,1278,Voice,Amritsar
CDR01139,SUS0148,+91-9403754671,SUS0069,+91-9536398872,2026-01-14 21:03:30,75,Voice,Patna
CDR01140,SUS0054,+91-9600282414,SUS0112,+91-9337691219,2026-02-23 20:20:30,1072,Voice,Jaipur
CDR01141,SUS0063,+91-9841541582,SUS0065,+91-9488896443,2026-03-26 03:50:15,402,SMS,Mumbai
CDR01142,SUS0046,+91-9952266893,SUS0085,+91-9212313264,2026-08-22 04:58:45,262,Voice,Ranchi
CDR01143,SUS0084,+91-9799552991,SUS0070,+91-9361246928,2026-05-10 18:09:15,327,Voice,Ahmedabad
CDR01144,SUS0122,+91-9531233244,SUS0147,+91-9190547712,2026-03-15 18:49:00,141,Voice,Indore
CDR01145,SUS0099,+91-9855797020,SUS0074,+91-9908304440,2026-02-04 05:42:15,793,Voice,Ahmedabad
CDR01146,SUS0114,+91-9880179899,SUS0125,+91-9586940738,2026-01-17 14:29:30,63,Voice,Amritsar
CDR01147,SUS0131,+91-9393421844,SUS0030,+91-9907308348,2026-04-18 07:18:30,1664,SMS,Bhopal
CDR01148,SUS0041,+91-9223847257,SUS0118,+91-9350180427,2026-03-21 23:24:30,1728,Voice,Kanpur
CDR01149,SUS0044,+91-9848621833,SUS0136,+91-9158821683,2026-04-01 23:06:00,1286,SMS,Lucknow
CDR01150,SUS0038,+91-9126614158,SUS0015,+91-9624636385,2026-01-18 04:17:15,1763,Voice,Surat
CDR01151,SUS0027,+91-9670292350,SUS0007,+91-9833953718,2026-08-24 15:10:45,911,Voice,Pune
CDR01152,SUS0013,+91-9566825638,SUS0090,+91-9618079974,2026-06-17 00:24:15,275,SMS,Nagpur
CDR01153,SUS0012,+91-9739830322,SUS0145,+91-9408246619,2026-08-20 15:18:15,760,SMS,Ahmedabad
CDR01154,SUS0058,+91-9811890569,SUS0034,+91-9554811020,2026-07-13 02:14:00,1507,Voice,Bhopal
CDR01155,SUS0127,+91-9729712082,SUS0119,+91-9218032515,2026-03-06 19:14:45,158,Voice,Ranchi
CDR01156,SUS0031,+91-9173864104,SUS0052,+91-9659741412,2026-05-27 04:03:15,795,Voice,Delhi
CDR01157,SUS0034,+91-9554811020,SUS0044,+91-9848621833,2026-05-22 14:04:30,1326,SMS,Ahmedabad
CDR01158,SUS0147,+91-9190547712,SUS0070,+91-9361246928,2026-04-28 17:57:45,1453,Voice,Lucknow
CDR01159,SUS0141,+91-9222435172,SUS0054,+91-9600282414,2026-01-08 20:55:15,168,Voice,Lucknow
CDR01160,SUS0108,+91-9679184667,SUS0074,+91-9908304440,2026-07-12 19:36:45,1266,SMS,Surat
CDR01161,SUS0029,+91-9319321646,SUS0093,+91-9445505799,2026-01-04 15:09:30,1217,Voice,Bhopal
CDR01162,SUS0091,+91-9396618390,SUS0103,+91-9590523712,2026-01-07 15:18:30,655,Voice,Pune
CDR01163,SUS0061,+91-9608482316,SUS0042,+91-9649136331,2026-05-12 20:09:45,1595,SMS,Patna
CDR01164,SUS0146,+91-9969533218,SUS0046,+91-9952266893,2026-04-26 02:39:15,1211,Voice,Ranchi
CDR01165,SUS0137,+91-9288650860,SUS0128,+91-9874233009,2026-06-15 04:11:00,671,Data,Pune
CDR01166,SUS0102,+91-9599561877,SUS0034,+91-9554811020,2026-07-10 17:25:00,155,Voice,Lucknow
CDR01167,SUS0131,+91-9393421844,SUS0055,+91-9922050912,2026-01-27 11:26:45,1520,Voice,Amritsar
CDR01168,SUS0103,+91-9590523712,SUS0105,+91-9900122509,2026-06-21 18:52:45,673,SMS,Ahmedabad
CDR01169,SUS0103,+91-9590523712,SUS0062,+91-9275842194,2026-06-06 04:13:00,179,Voice,Ranchi
CDR01170,SUS0002,+91-9868820204,SUS0033,+91-9749431082,2026-01-18 20:56:15,628,SMS,Ranchi
CDR01171,SUS0014,+91-9420452650,SUS0132,+91-9895609471,2026-01-16 14:05:45,593,Voice,Patna
CDR01172,SUS0005,+91-9764130526,SUS0077,+91-9508427798,2026-01-10 16:11:45,847,Voice,Kanpur
CDR01173,SUS0059,+91-9450948014,SUS0089,+91-9221827951,2026-01-24 15:51:45,143,SMS,Ahmedabad
CDR01174,SUS0092,+91-9722687986,SUS0081,+91-9987588450,2026-06-07 21:50:00,1254,SMS,Chandigarh
CDR01175,SUS0138,+91-9896760809,SUS0010,+91-9899925830,2026-02-02 09:10:30,929,Voice,Nagpur
CDR01176,SUS0022,+91-9881913386,SUS0107,+91-9135824891,2026-08-19 22:11:00,743,SMS,Surat
CDR01177,SUS0077,+91-9508427798,SUS0025,+91-9519212169,2026-04-19 13:06:00,911,Voice,Pune
CDR01178,SUS0009,+91-9326541099,SUS0112,+91-9337691219,2026-03-04 05:39:30,230,SMS,Ahmedabad
CDR01179,SUS0102,+91-9599561877,SUS0097,+91-9452794611,2026-02-14 06:28:45,1679,SMS,Ahmedabad
CDR01180,SUS0007,+91-9833953718,SUS0100,+91-9562446417,2026-01-04 18:43:30,556,Voice,Patna
CDR01181,SUS0008,+91-9787194506,SUS0107,+91-9135824891,2026-08-09 02:31:00,1687,SMS,Lucknow
CDR01182,SUS0150,+91-9804433388,SUS0103,+91-9590523712,2026-08-19 04:12:45,217,Voice,Ranchi
CDR01183,SUS0032,+91-9695499669,SUS0074,+91-9908304440,2026-01-08 23:27:15,1014,Voice,Jaipur
CDR01184,SUS0118,+91-9350180427,SUS0089,+91-9221827951,2026-07-27 20:44:00,357,Voice,Lucknow
CDR01185,SUS0056,+91-9888807316,SUS0066,+91-9677858758,2026-06-08 15:13:00,601,Voice,Nagpur
CDR01186,SUS0127,+91-9729712082,SUS0055,+91-9922050912,2026-05-09 23:55:30,706,Voice,Pune
CDR01187,SUS0144,+91-9955052486,SUS0008,+91-9787194506,2026-05-23 12:30:45,1530,Data,Nagpur
CDR01188,SUS0082,+91-9851333320,SUS0130,+91-9924024405,2026-07-27 14:15:30,1423,Voice,Patna
CDR01189,SUS0087,+91-9301415220,SUS0147,+91-9190547712,2026-08-08 21:32:15,1008,SMS,Surat
CDR01190,SUS0103,+91-9590523712,SUS0105,+91-9900122509,2026-04-13 11:36:30,721,SMS,Bhopal
CDR01191,SUS0043,+91-9175133802,SUS0108,+91-9679184667,2026-05-08 16:39:00,486,Data,Kanpur
CDR01192,SUS0112,+91-9337691219,SUS0061,+91-9608482316,2026-05-01 06:00:00,268,SMS,Pune
CDR01193,SUS0148,+91-9403754671,SUS0069,+91-9536398872,2026-06-27 05:28:00,1406,SMS,Surat
CDR01194,SUS0081,+91-9987588450,SUS0085,+91-9212313264,2026-03-18 10:55:30,1203,SMS,Patna
CDR01195,SUS0029,+91-9319321646,SUS0055,+91-9922050912,2026-03-20 14:04:00,188,SMS,Amritsar
CDR01196,SUS0037,+91-9701170349,SUS0134,+91-9392168202,2026-07-26 09:47:45,978,Voice,Jaipur
CDR01197,SUS0142,+91-9374843786,SUS0106,+91-9874090950,2026-07-15 20:34:00,564,Voice,Ahmedabad
CDR01198,SUS0007,+91-9833953718,SUS0093,+91-9445505799,2026-06-04 20:19:15,85,Voice,Indore
CDR01199,SUS0030,+91-9907308348,SUS0088,+91-9570423569,2026-03-08 06:35:15,985,SMS,Chandigarh
CDR01200,SUS0066,+91-9677858758,SUS0112,+91-9337691219,2026-08-15 12:42:15,1594,SMS,Chandigarh
CDR01201,SUS0100,+91-9562446417,SUS0007,+91-9833953718,2026-02-04 22:28:00,318,SMS,Chandigarh
CDR01202,SUS0057,+91-9829223044,SUS0120,+91-9156263020,2026-04-11 10:06:00,1293,SMS,Ahmedabad
CDR01203,SUS0054,+91-9600282414,SUS0008,+91-9787194506,2026-01-22 03:01:15,1740,Voice,Ahmedabad
CDR01204,SUS0082,+91-9851333320,SUS0130,+91-9924024405,2026-05-09 19:27:15,603,Voice,Pune
CDR01205,SUS0049,+91-9926830795,SUS0145,+91-9408246619,2026-07-23 22:33:00,1650,SMS,Chandigarh
CDR01206,SUS0068,+91-9480990401,SUS0075,+91-9612957813,2026-06-04 23:30:00,822,Voice,Kanpur
CDR01207,SUS0103,+91-9590523712,SUS0105,+91-9900122509,2026-01-03 14:25:00,1448,Voice,Nagpur
CDR01208,SUS0072,+91-9893070706,SUS0064,+91-9810303128,2026-06-15 08:55:00,339,SMS,Bhopal
CDR01209,SUS0021,+91-9807577342,SUS0121,+91-9337887233,2026-02-26 18:13:45,495,SMS,Lucknow
CDR01210,SUS0073,+91-9115191689,SUS0071,+91-9587205269,2026-05-01 10:27:00,780,Voice,Mumbai
CDR01211,SUS0101,+91-9358589021,SUS0002,+91-9868820204,2026-01-28 06:07:30,255,Voice,Surat
CDR01212,SUS0128,+91-9874233009,SUS0035,+91-9559225330,2026-03-03 18:09:30,664,Voice,Chandigarh
CDR01213,SUS0093,+91-9445505799,SUS0116,+91-9396225446,2026-05-04 12:08:00,107,SMS,Nagpur
CDR01214,SUS0006,+91-9208449460,SUS0031,+91-9173864104,2026-03-12 18:57:45,1077,Data,Mumbai
CDR01215,SUS0033,+91-9749431082,SUS0052,+91-9659741412,2026-04-23 15:09:00,715,Voice,Pune
CDR01216,SUS0053,+91-9679984033,SUS0034,+91-9554811020,2026-03-08 13:09:30,1711,SMS,Chandigarh
CDR01217,SUS0147,+91-9190547712,SUS0009,+91-9326541099,2026-04-26 09:46:45,1344,Voice,Pune
CDR01218,SUS0047,+91-9906528433,SUS0143,+91-9706118438,2026-03-28 16:27:30,1518,SMS,Ranchi
CDR01219,SUS0139,+91-9534900128,SUS0143,+91-9706118438,2026-01-22 17:27:30,1293,Data,Surat
CDR01220,SUS0029,+91-9319321646,SUS0064,+91-9810303128,2026-04-10 07:32:45,1163,Voice,Patna
CDR01221,SUS0047,+91-9906528433,SUS0056,+91-9888807316,2026-07-12 07:19:45,748,Voice,Patna
CDR01222,SUS0078,+91-9323110563,SUS0129,+91-9340781088,2026-01-01 21:43:00,982,Voice,Chandigarh
CDR01223,SUS0136,+91-9158821683,SUS0035,+91-9559225330,2026-02-12 01:57:45,126,Voice,Lucknow
CDR01224,SUS0033,+91-9749431082,SUS0044,+91-9848621833,2026-05-28 04:47:00,1325,Voice,Indore
CDR01225,SUS0031,+91-9173864104,SUS0108,+91-9679184667,2026-01-12 11:11:30,130,Voice,Jaipur
CDR01226,SUS0031,+91-9173864104,SUS0094,+91-9899621068,2026-03-08 09:07:45,850,Data,Patna
CDR01227,SUS0104,+91-9417001612,SUS0139,+91-9534900128,2026-05-15 02:22:15,1799,Voice,Ranchi
CDR01228,SUS0007,+91-9833953718,SUS0004,+91-9469319644,2026-04-03 04:02:00,1208,Voice,Mumbai
CDR01229,SUS0078,+91-9323110563,SUS0028,+91-9711684318,2026-03-22 09:02:45,1647,Voice,Surat
CDR01230,SUS0089,+91-9221827951,SUS0124,+91-9853529912,2026-06-28 19:25:30,671,SMS,Delhi
CDR01231,SUS0029,+91-9319321646,SUS0150,+91-9804433388,2026-01-15 20:30:30,1604,Data,Surat
CDR01232,SUS0026,+91-9418587604,SUS0108,+91-9679184667,2026-02-05 08:45:45,279,SMS,Chandigarh
CDR01233,SUS0066,+91-9677858758,SUS0127,+91-9729712082,2026-05-13 18:46:45,800,SMS,Lucknow
